DATAFLOW,LAST UPDATE,freq,unit,sectperf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2008,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2009,0.31,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2010,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2011,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2012,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2013,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2014,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2015,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2016,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2017,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CN_X_HK,2018,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2008,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2009,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2010,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2011,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2012,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2013,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2014,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2015,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2016,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2017,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2018,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CY,2019,0.05,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2008,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2009,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2010,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2011,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2012,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2013,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2014,0.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2015,0.39,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2016,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2017,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2018,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,CZ,2019,0.32,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2008,0.37,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2009,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2010,0.4,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2011,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2012,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2013,0.42,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2014,0.42,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2015,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2016,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2017,0.41,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2018,0.42,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DE,2019,0.44,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2008,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2009,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2010,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2011,0.06,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2012,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2013,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2014,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2015,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2016,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2017,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2018,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,DK,2019,0.08,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2008,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2009,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2010,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2011,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2012,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2013,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2014,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2015,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2016,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2017,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2018,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EA19,2019,0.28,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2008,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2009,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2010,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2011,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2012,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2013,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2014,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2015,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2016,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2017,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2018,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EE,2019,0.17,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2008,0.23,be
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2009,0.16,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2010,0.14,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2011,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2012,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2013,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2014,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2015,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2016,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2017,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2018,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EL,2019,0.29,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2008,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2009,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2010,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2011,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2012,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2013,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2014,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2015,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2016,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2017,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2018,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,ES,2019,0.21,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2008,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2009,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2010,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2011,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2012,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2013,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2014,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2015,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2016,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2017,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2018,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU27_2020,2019,0.25,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2008,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2009,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2010,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2011,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2012,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2013,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2014,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2015,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2016,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2017,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2018,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,EU28,2019,0.23,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2008,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2009,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2010,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2011,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2012,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2013,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2014,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2015,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2016,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2017,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2018,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FI,2019,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2008,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2009,0.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2010,0.31,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2011,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2012,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2013,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2014,0.29,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2015,0.29,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2016,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2017,0.28,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2018,0.27,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,FR,2019,0.27,e
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2008,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2009,0.23,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2010,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2011,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2012,0.21,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2013,0.21,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2014,0.2,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2015,0.21,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2016,0.18,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2017,0.19,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2018,0.19,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HR,2019,0.21,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2008,0.23,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2009,0.23,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2010,0.21,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2011,0.19,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2012,0.18,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2013,0.21,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2014,0.19,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2015,0.18,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2016,0.16,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2017,0.17,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2018,0.16,bd
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,HU,2019,0.15,d
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2008,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2009,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2010,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2011,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2012,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2013,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2014,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2015,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2016,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2017,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2018,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IE,2019,0.05,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2008,0.44,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2009,0.57,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2011,0.43,be
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2013,0.12,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2014,0.12,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2015,0.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2016,0.1,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2017,0.09,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2018,0.08,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IS,2019,0.07,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2008,0.15,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2009,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2010,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2011,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2012,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2013,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2014,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2015,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2016,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2017,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2018,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,IT,2019,0.18,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2008,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2009,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2010,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2011,0.27,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2012,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2013,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2014,0.28,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2015,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2016,0.24,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2017,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,JP,2018,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2008,0.36,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2009,0.41,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2010,0.42,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2011,0.42,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2012,0.43,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2013,0.43,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2014,0.46,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2015,0.47,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2016,0.46,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2017,0.46,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,KR,2018,0.46,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2008,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2009,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2010,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2011,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2012,0.17,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2013,0.19,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2014,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2015,0.18,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2016,0.22,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2017,0.25,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2018,0.21,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LT,2019,0.2,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2008,0.26,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2009,0.27,b
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2010,0.32,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2011,0.34,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2012,0.35,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2013,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2014,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2015,0.38,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2016,0.33,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2017,0.3,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2018,0.31,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LU,2019,0.33,p
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LV,2008,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LV,2009,0.11,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LV,2010,0.14,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LV,2011,0.16,
ESTAT:TSC00001(1.0),10/03/21 23:00:00,A,PC_GDP,GOV,LV,2012,0.18,
